"recipe_id","faction","surface","style","look_summary","finish","difficulty","time_mode","notes","reference_folder","scheme_tag","primary_colour","variant_group","faction_family"
"SW_ARMOUR_MIX_01","Space Wolves","Armour","Box Art Target (Mixed Build)","Cool blue-grey armour; crisp edges; dark recesses","Matte","Standard","Standard","Uses your rack: AK/Vallejo/Pro Acryl/TTC","references/Space Wolves/Armour","Mixed Build","Blue-Grey","Space Wolves","Space Wolves"
"SW_BASES_SNOW_01","Space Wolves","Bases","Box Art Target","Snow base example pack (icy, clean, readable)","Matte","Easy","Standard","","references/Space Wolves/Bases","Mixed Build","Blue-Grey","Space Wolves","Space Wolves"
"SW_BASES_SNOW_MIX_01","Space Wolves","Bases","Box Art Target (Mixed Build)","Snow base example pack (icy and clean)","Matte","Easy","Standard","Uses your rack: Vallejo/AK + generic snow paste","references/Space Wolves/Bases","Mixed Build","Blue-Grey","Space Wolves","Space Wolves"
"SW_DETAILS_BOX_01","Space Wolves","Details","Box Art Target","Parchment + seals + bone; readable and neat","Matte","Easy","Standard","","references/Space Wolves/Details","Box Art Target","Blue-Grey","Space Wolves","Space Wolves"
"SW_DETAILS_MIX_01","Space Wolves","Details","Box Art Target (Mixed Build)","Parchment/bone readable and neat","Matte","Easy","Standard","Uses your rack: Vallejo/TTC","references/Space Wolves/Details","Mixed Build","Blue-Grey","Space Wolves","Space Wolves"
"SW_LEATHER_BOX_01","Space Wolves","Leather","Box Art Target","Brown leather pouches/straps; tidy highlights","Matte","Easy","Quick","","references/Space Wolves/Leather","Box Art Target","Blue-Grey","Space Wolves","Space Wolves"
"SW_LEATHER_MIX_01","Space Wolves","Leather","Box Art Target (Mixed Build)","Brown leather with tidy edge highlights","Matte","Easy","Quick","Uses your rack: TTC/Vallejo/Pro Acryl","references/Space Wolves/Leather","Mixed Build","Blue-Grey","Space Wolves","Space Wolves"
"SW_LENSES_BOX_01","Space Wolves","Lenses & Gems","Box Art Target","Red lenses; bright dot highlight; glossy pop","Gloss accent","Easy","Quick","","references/Space Wolves/Lenses & Gems","Box Art Target","Blue-Grey","Space Wolves","Space Wolves"
"SW_LENSES_MIX_01","Space Wolves","Lenses & Gems","Box Art Target (Mixed Build)","Red lenses with crisp dot highlight","Gloss accent","Easy","Quick","Uses your rack: TTC/Pro Acryl","references/Space Wolves/Lenses & Gems","Mixed Build","Blue-Grey","Space Wolves","Space Wolves"
"SW_METALS_BOX_01","Space Wolves","Metals","Box Art Target","Steel weapons + trims; controlled shading; bright points","Satin/Metallic","Easy","Standard","","references/Space Wolves/Metals","Box Art Target","Blue-Grey","Space Wolves","Space Wolves"
"SW_METALS_MIX_01","Space Wolves","Metals","Box Art Target (Mixed Build)","Steel trims/weapons with bright points","Satin/Metallic","Easy","Standard","Uses your rack: TTC/Vallejo/AK","references/Space Wolves/Metals","Mixed Build","Blue-Grey","Space Wolves","Space Wolves"
"SW_PELTS_BOX_01","Space Wolves","Cloth & Pelts","Box Art Target","Natural fur pelts; warm browns; soft highlights","Matte","Standard","Standard","","references/Space Wolves/Cloth & Pelts","Box Art Target","Blue-Grey","Space Wolves","Space Wolves"
"SW_PELTS_MIX_01","Space Wolves","Cloth & Pelts","Box Art Target (Mixed Build)","Warm natural pelts with soft drybrush","Matte","Standard","Standard","Uses your rack: Pro Acryl/TTC","references/Space Wolves/Cloth & Pelts","Mixed Build","Blue-Grey","Space Wolves","Space Wolves"
"SW_WEAPONS_BOX_01","Space Wolves","Weapons","Box Art Target","Black weapon casings; simple wear; clean","Matte","Easy","Quick","","references/Space Wolves/Weapons","Box Art Target","Blue-Grey","Space Wolves","Space Wolves"
"SW_WEAPONS_MIX_01","Space Wolves","Weapons","Box Art Target (Mixed Build)","Clean black casings with subtle grey edges","Matte","Easy","Quick","Uses your rack: Pro Acryl/AK/Vallejo","references/Space Wolves/Weapons","Mixed Build","Blue-Grey","Space Wolves","Space Wolves"
"TAU_ARMOURPANE_MIX_01","T'au Empire","Armour Panels","Truth Pass v2","T'au Sept-style: ochre/tan armour, white sept markings, dark weapons, green/teal glow. Anchors in targets.md.","Matte","Easy","Standard","","references/T'au Empire/Armour Panels","","","",""
"TAU_BASES_MIX_01","T'au Empire","Bases","Truth Pass v2","T'au Sept-style: ochre/tan armour, white sept markings, dark weapons, green/teal glow. Anchors in targets.md.","Matte","Easy","Standard","","references/T'au Empire/Bases","","","",""
"TAU_CLOTH_MIX_01","T'au Empire","Cloth","Truth Pass v2","T'au Sept-style: ochre/tan armour, white sept markings, dark weapons, green/teal glow. Anchors in targets.md.","Matte","Easy","Standard","","references/T'au Empire/Cloth","","","",""
"TAU_DRONESDETA_MIX_01","T'au Empire","Drones & Details","Truth Pass v2","T'au Sept-style: ochre/tan armour, white sept markings, dark weapons, green/teal glow. Anchors in targets.md.","Matte","Easy","Standard","","references/T'au Empire/Drones & Details","","","",""
"TAU_LENSESGLOW_MIX_01","T'au Empire","Lenses & Glow","Truth Pass v2","T'au Sept-style: ochre/tan armour, white sept markings, dark weapons, green/teal glow. Anchors in targets.md.","Matte","Easy","Standard","","references/T'au Empire/Lenses & Glow","","","",""
"TAU_METALS_MIX_01","T'au Empire","Metals","Truth Pass v2","T'au Sept-style: ochre/tan armour, white sept markings, dark weapons, green/teal glow. Anchors in targets.md.","Matte","Easy","Standard","","references/T'au Empire/Metals","","","",""
"TAU_SEPTMARKIN_MIX_01","T'au Empire","Sept Markings","Truth Pass v2","T'au Sept-style: ochre/tan armour, white sept markings, dark weapons, green/teal glow. Anchors in targets.md.","Matte","Easy","Standard","","references/T'au Empire/Sept Markings","","","",""
"TAU_WEAPONS_MIX_01","T'au Empire","Weapons","Truth Pass v2","T'au Sept-style: ochre/tan armour, white sept markings, dark weapons, green/teal glow. Anchors in targets.md.","Matte","Easy","Standard","","references/T'au Empire/Weapons","","","",""
"TS_ARMOUR_MIX_01","Thousand Sons","Armour","Truth Pass v2","Thousand Sons classic: teal armour with gold trim, red cloth, dark weapons, eerie green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Thousand Sons/Armour","","","",""
"TS_BASES_MIX_01","Thousand Sons","Bases","Truth Pass v2","Thousand Sons classic: teal armour with gold trim, red cloth, dark weapons, eerie green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Thousand Sons/Bases","","","",""
"TS_CLOTHROBES_MIX_01","Thousand Sons","Cloth & Robes","Truth Pass v2","Thousand Sons classic: teal armour with gold trim, red cloth, dark weapons, eerie green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Thousand Sons/Cloth & Robes","","","",""
"TS_DETAILS_MIX_01","Thousand Sons","Details","Truth Pass v2","Thousand Sons classic: teal armour with gold trim, red cloth, dark weapons, eerie green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Thousand Sons/Details","","","",""
"TS_GEMS_MIX_01","Thousand Sons","Gems","Truth Pass v2","Thousand Sons classic: teal armour with gold trim, red cloth, dark weapons, eerie green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Thousand Sons/Gems","","","",""
"TS_METALS_MIX_01","Thousand Sons","Metals","Truth Pass v2","Thousand Sons classic: teal armour with gold trim, red cloth, dark weapons, eerie green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Thousand Sons/Metals","","","",""
"TS_TRIM_MIX_01","Thousand Sons","Trim","Truth Pass v2","Thousand Sons classic: teal armour with gold trim, red cloth, dark weapons, eerie green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Thousand Sons/Trim","","","",""
"TS_WEAPONS_MIX_01","Thousand Sons","Weapons","Truth Pass v2","Thousand Sons classic: teal armour with gold trim, red cloth, dark weapons, eerie green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Thousand Sons/Weapons","","","",""
"TYR_BASES_MIX_01","Tyranids","Bases","Truth Pass v2","Tyranids (Truth Pass v2): Hive Fleet Leviathan studio/box-art vibe — bone skin with purple shading; dark purple/black carapace with blue-grey edge highlights; toxic green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Tyranids/Bases","","","",""
"TYR_CARAPACE_MIX_01","Tyranids","Carapace","Truth Pass v2","Tyranids (Truth Pass v2): Hive Fleet Leviathan studio/box-art vibe — bone skin with purple shading; dark purple/black carapace with blue-grey edge highlights; toxic green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Tyranids/Carapace","","","",""
"TYR_CLAWSTEETH_MIX_01","Tyranids","Claws & Teeth","Truth Pass v2","Tyranids (Truth Pass v2): Hive Fleet Leviathan studio/box-art vibe — bone skin with purple shading; dark purple/black carapace with blue-grey edge highlights; toxic green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Tyranids/Claws & Teeth","","","",""
"TYR_SKIN_MIX_01","Tyranids","Skin","Truth Pass v2","Tyranids (Truth Pass v2): Hive Fleet Leviathan studio/box-art vibe — bone skin with purple shading; dark purple/black carapace with blue-grey edge highlights; toxic green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Tyranids/Skin","","","",""
"TYR_SLIMEGLOSS_MIX_01","Tyranids","Slime & Gloss","Truth Pass v2","Tyranids (Truth Pass v2): Hive Fleet Leviathan studio/box-art vibe — bone skin with purple shading; dark purple/black carapace with blue-grey edge highlights; toxic green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Tyranids/Slime & Gloss","","","",""
"TYR_TONGUEDETA_MIX_01","Tyranids","Tongue & Details","Truth Pass v2","Tyranids (Truth Pass v2): Hive Fleet Leviathan studio/box-art vibe — bone skin with purple shading; dark purple/black carapace with blue-grey edge highlights; toxic green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Tyranids/Tongue & Details","","","",""
"LOV_BASES_MIX_01","Leagues of Votann","Bases","Truth Pass v2","Greater Thurian League inspired: turquoise/green-blue armour with cream livery, orange lenses, dark undersuit, steel/brass metals.","Matte","Easy","Standard","","references/Leagues of Votann/Bases","","","",""
"LOV_WEAPONS_MIX_01","Leagues of Votann","Weapons","Truth Pass v2","Greater Thurian League inspired: turquoise/green-blue armour with cream livery, orange lenses, dark undersuit, steel/brass metals.","Matte","Easy","Standard","","references/Leagues of Votann/Weapons","","","",""
"LOV_DETAILS_MIX_01","Leagues of Votann","Details","Truth Pass v2","Greater Thurian League inspired: turquoise/green-blue armour with cream livery, orange lenses, dark undersuit, steel/brass metals.","Matte","Easy","Standard","","references/Leagues of Votann/Details","","","",""
"LOV_LENSESGLOW_MIX_01","Leagues of Votann","Lenses & Glow","Truth Pass v2","Greater Thurian League inspired: turquoise/green-blue armour with cream livery, orange lenses, dark undersuit, steel/brass metals.","Matte","Easy","Standard","","references/Leagues of Votann/Lenses & Glow","","","",""
"CD_WEAPONS_MIX_01","Chaos Daemons","Weapons","Truth Pass v2","Chaos Daemons weapons — dark iron/blackened weapons with clean graphite highlights.","Matte","Easy","Standard","","references/Chaos Daemons/Weapons","","","",""
"CD_LENSESGLOW_MIX_01","Chaos Daemons","Lenses & Glow","Truth Pass v2","Chaos Daemons lenses/glow — warp-glow green (runes, vents, eyes) using owned paints.","Matte","Easy","Standard","","references/Chaos Daemons/Lenses & Glow","","","",""
"TYR_WEAPONS_MIX_01","Tyranids","Weapons","Truth Pass v2","Tyranids (Truth Pass v2): Hive Fleet Leviathan studio/box-art vibe — bone skin with purple shading; dark purple/black carapace with blue-grey edge highlights; toxic green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Tyranids/Weapons","","","",""
"TYR_DETAILS_MIX_01","Tyranids","Details","Truth Pass v2","Tyranids (Truth Pass v2): Hive Fleet Leviathan studio/box-art vibe — bone skin with purple shading; dark purple/black carapace with blue-grey edge highlights; toxic green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Tyranids/Details","","","",""
"TYR_LENSESGLOW_MIX_01","Tyranids","Lenses & Glow","Truth Pass v2","Tyranids (Truth Pass v2): Hive Fleet Leviathan studio/box-art vibe — bone skin with purple shading; dark purple/black carapace with blue-grey edge highlights; toxic green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Tyranids/Lenses & Glow","","","",""
"AEL_LENSESGLOW_MIX_01","Harlequins","Lenses & Glow","Truth Pass v2","Harlequins Lenses & Glow: blue/turquoise lenses + subtle glow accents.","Matte","Standard","Standard","","references/Harlequins/Lenses & Glow","","","",""
"TAU_DETAILS_MIX_01","T'au Empire","Details","Truth Pass v2","T'au Sept-style: ochre/tan armour, white sept markings, dark weapons, green/teal glow. Anchors in targets.md.","Matte","Easy","Standard","","references/T'au Empire/Details","","","",""
"CK_LENSESGLOW_MIX_01","Chaos Knights","Lenses & Glow","Truth Pass v2","Chaos Knights lenses/glow — evil red lens glow with controlled hotspot (classic studio vibe).","Matte","Easy","Standard","","references/Chaos Knights/Lenses & Glow","","","",""
"AS_LENSESGLOW_MIX_01","Adepta Sororitas","Lenses & Glow","Truth Pass v2","Official/box-art aligned: Order of Our Martyred Lady. Surface recipe for Lenses & Glow using owned paints.","Gloss","Standard","Standard","Truth Pass v2: replace placeholders with scheme-aligned, inventory-locked paints. Generic allowed as fallback only.","references/Adepta Sororitas/Lenses & Glow","Order of Our Martyred Lady","Green","",""
"AC_LENSESGLOW_MIX_01","Adeptus Custodes","Lenses & Glow","Truth Pass v2","Official/box-art aligned Custodes. Surface recipe for Lenses & Glow using owned paints.","Gloss","Standard","Standard","Truth Pass v2: scheme-aligned, inventory-locked paints. Generic fallback only.","references/Adeptus Custodes/Lenses & Glow","Classic Gold (official/box-art compass)","Glow","",""
"AEL_LENSESGLOW_MIX_02","Ynnari","Lenses & Glow","Truth Pass v2","Ynnari (Truth Pass v2): bone/ivory armour + deep red cloth + dark weapons + elegant metals + bright spiritstones. Anchored in targets.md.","Matte","Easy","Standard","","references/Ynnari/Lenses & Glow","","","",""
"AEL_LENSESGLOW_MIX_03","Aeldari","Lenses & Glow","Truth Pass v2","Ulthwé baseline Aeldari. Surface recipe for Lenses & Glow using owned paints.","Matte","Standard","Standard","Truth Pass v2: scheme-aligned, inventory-locked paints. Generic fallback only.","references/Aeldari/Lenses & Glow","Ulthwé baseline (black armour + bone accents)","","",""
"IG_LENSESGLOW_MIX_01","Astra Militarum","Lenses & Glow","Truth Pass v2","Red lenses: rich base, deep shade, bright highlight, tiny hotspot.","Matte","Easy","Standard","","references/Astra Militarum/Lenses & Glow","Cadian Shock Troops (official/box-art compass)","Red","",""
"AEL_LENSESGLOW_MIX_04","Asuryani","Lenses & Glow","Truth Pass v2","Asuryani craftworld look anchored to an official-style palette; inventory-locked, practical steps.","Gloss","Easy","Standard","Truth Pass v2: inventory-locked paints; replace placeholders; keep steps practical.","references/Asuryani/Lenses & Glow","Asuryani: craftworld classic (wraithbone armour + teal gems)","Teal","",""
"SM_LENSESGLOW_MIX_01","Deathwatch","Lenses & Glow","Truth Pass v2","Deathwatch — Lenses & Glow: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Deathwatch/Lenses & Glow","","","",""
"DRU_LENSESGLOW_MIX_01","Drukhari","Lenses & Glow","Truth Pass v2","Drukhari — Lenses & Glow: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Drukhari/Lenses & Glow","","","",""
"IA_LENSESGLOW_MIX_01","Imperial Agents","Lenses & Glow","Truth Pass v2","Imperial Agents (Truth Pass v2): studio-style Inquisition/Agents vibe (dark armour, red accents, parchment, steel metals). Anchors in targets.md.","Matte","Easy","Standard","","references/Imperial Agents/Lenses & Glow","","","",""
"SM_LENSESGLOW_MIX_02","Imperial Fists","Lenses & Glow","Truth Pass v2","Classic Imperial Fists: bright yellow armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Imperial Fists/Lenses & Glow","","","",""
"SM_LENSESGLOW_MIX_03","Iron Hands","Lenses & Glow","Truth Pass v2","Classic Iron Hands: black armour, steel bionics, red lenses; clean, industrial finish.","Matte","Easy","Standard","","references/Iron Hands/Lenses & Glow","","","",""
"SM_LENSESGLOW_MIX_04","Raven Guard","Lenses & Glow","Truth Pass v2","Classic Raven Guard: black armour, cool grey edge highlights, white details, red lenses, steel metals.","Matte","Easy","Standard","","references/Raven Guard/Lenses & Glow","","","",""
"SM_LENSESGLOW_MIX_05","Salamanders","Lenses & Glow","Truth Pass v2","Classic Salamanders: rich green armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Salamanders/Lenses & Glow","","","",""
"SM_LENSESGLOW_MIX_06","Space Marines","Lenses & Glow","Truth Pass v2","Generic Space Marines (codex-blue): blue armour, black weapons, red lenses, steel metals. Anchored in targets.md.","Matte","Easy","Standard","","references/Space Marines/Lenses & Glow","","","",""
"TS_LENSESGLOW_MIX_01","Thousand Sons","Lenses & Glow","Truth Pass v2","Thousand Sons classic: teal armour with gold trim, red cloth, dark weapons, eerie green glow. Anchors in targets.md.","Matte","Easy","Standard","","references/Thousand Sons/Lenses & Glow","","","",""
"SM_LENSESGLOW_MIX_07","Ultramarines","Lenses & Glow","Truth Pass v2","Ultramarines (Truth Pass v2): classic blue armour with gold trim, red lenses, black weapons, steel metals. Anchors in targets.md.","Matte","Easy","Standard","","references/Ultramarines/Lenses & Glow","","","",""
"SM_LENSESGLOW_MIX_08","White Scars","Lenses & Glow","Truth Pass v2","White Scars (Truth Pass v2): clean white armour, red markings, dark weapons, neutral metals. Anchors in targets.md.","Matte","Easy","Standard","","references/White Scars/Lenses & Glow","","","",""
"BT_LENSESGLOW_MIX_01","Black Templars","Lenses & Glow","Truth Pass v2","Black Templars lenses/glow: controlled red glow over black, matched to official Black Templars studio look using owned paints.","Matte","Easy","Standard","","references/Black Templars/Lenses & Glow","","","",""
"GSC_LENSESGLOW_MIX_01","Genestealer Cults","Lenses & Glow","Truth Pass v2","Genestealer Cults — Lenses & Glow: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Genestealer Cults/Lenses & Glow","","","",""
"GK_LENSESGLOW_MIX_01","Grey Knights","Lenses & Glow","Truth Pass v2","Grey Knights — Lenses & Glow: red lenses + blue psychic glow, aligned to targets; inventory-safe.","Matte","Standard","Standard","","references/Grey Knights/Lenses & Glow","","","",""
"NE_LENSESGLOW_MIX_01","Necrons","Lenses & Glow","Truth Pass v2","Classic Necrons: metallic bodies with dark recess shading and bright green energy glow.","Matte","Easy","Standard","","references/Necrons/Lenses & Glow","","","",""
"DA_LENSESGLOW_MIX_01","Dark Angels","Lenses & Glow","Truth Pass v2","Red lenses + subtle glow (box-art style). Tiny white hotspot; optional gloss.","Matte","Easy","Standard","","references/Dark Angels/Lenses & Glow","","","",""
"ORK_LENSESGLOW_MIX_01","Orks","Lenses & Glow","Truth Pass v2","Classic Orks: green skin, dark armour/plates with high contrast markings/checks, worn steel, red spot accents.","Matte","Easy","Standard","","references/Orks/Lenses & Glow","","","",""
"EC_LENSESGLOW_MIX_01","Emperor's Children","Lenses & Glow","Truth Pass v2","Emperor's Children — Lenses & Glow: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Emperor's Children/Lenses & Glow","","","",""
"KR_WEAPONS_MIX_01","Death Korps of Krieg","Weapons","Truth Pass v2","Death Korps of Krieg — Weapons: Inventory-safe recipe aligned to targets. Accuracy validation pending.","Matte","Standard","Standard","","references/Death Korps of Krieg/Weapons","","","",""
"KR_LENSESGLOW_MIX_01","Death Korps of Krieg","Lenses & Glow","Truth Pass v2","Death Korps of Krieg — Lenses & Glow: Inventory-safe recipe aligned to targets. Accuracy validation pending.","Matte","Standard","Standard","","references/Death Korps of Krieg/Lenses & Glow","","","",""
"AEB_LENSESGLOW_MIX_01","Aeldari - Blue","Lenses & Glow","Truth Pass v2","Blue/teal lenses and glow tuned for the Aeldari - Blue variant, using owned paints.","Gloss","Easy","Standard","Truth Pass v2: inventory-locked paints. Gloss finish recommended for lenses.","references/Aeldari - Blue/Lenses & Glow","Aeldari - Blue variant: blue/teal lenses & glow (Truth Pass v2)","Blue/Teal","",""
"AEP_LENSESGLOW_MIX_01","Aeldari - Purple","Lenses & Glow","Truth Pass v2","Purple/magenta lenses and glow tuned for the Aeldari - Purple variant, using owned paints.","Gloss","Easy","Standard","Truth Pass v2: inventory-locked paints. Gloss finish recommended for lenses.","references/Aeldari - Purple/Lenses & Glow","Aeldari - Purple variant: purple/magenta lenses & glow (Truth Pass v2)","Purple/Magenta","",""
"SW_LENSESGLOW_MIX_01","Space Wolves","Lenses & Glow","Truth Pass v2","Space Wolves lenses + glow: red lenses with bright highlight + white dot; cold blue plasma/glow. Anchored in targets.md.","Matte","Easy","Standard","","references/Space Wolves/Lenses & Glow","","","",""
"BA_LENSESGLOW_MIX_01","Blood Angels","Lenses & Glow","Truth Pass v2","Blood Angels lens/glow (green) — official-style bright centre glow using owned paints.","Matte","Easy","Standard","","references/Blood Angels/Lenses & Glow","","","",""
