"recipe_id","step_no","stage","action","paint","brand","mix","method_notes","confidence","source_tier","source_link"
"SM_IH_LENSESGEMS_MIX_01","1","","Basecoat lenses","Mephiston Red","Citadel","","Neat red lens base; avoid flooding the rim.","","",""
"SM_IH_LENSESGEMS_MIX_01","2","","Highlight","Evil Sunz Scarlet","Citadel","","Crescent highlight; keep it glossy-looking.","","",""
"SM_IH_LENSESGEMS_MIX_01","3","","Dot highlight","Bold Titanium White","Pro Acryl","","Single tiny dot for reflection.","","",""
"SM_IH_LENSESGEMS_MIX_01","4","","Glaze unify","Evil Sunz Scarlet","Citadel","","Optional: thin glaze to blend base/highlight.","","",""
"SM_IH_METALS_MIX_01","1","","Basecoat metals","Iron Hands Steel","Citadel","","Bionics, vents, joints; keep clean separation from armour.","","",""
"SM_IH_METALS_MIX_01","2","","Shade metals","Nuln Oil","Citadel","","Wash metals for depth; wipe flats if needed.","","",""
"SM_IH_METALS_MIX_01","3","","Re-highlight","Iron Hands Steel","Citadel","","Bring back shine on raised edges.","","",""
"SM_IH_METALS_MIX_01","4","","Specular points","Bold Titanium White","Pro Acryl","","Tiny bright points on corners (sparingly).","","",""
"SM_IH_WEAPONS_MIX_01","1","","Weapon casings","Abaddon Black","Citadel","","Basecoat casings & grips (utilitarian).","","",""
"SM_IH_WEAPONS_MIX_01","2","","Casing highlights","Eshin Grey","Citadel","","Edge highlight only on upper edges.","","",""
"SM_IH_WEAPONS_MIX_01","3","","Metal parts","Iron Hands Steel","Citadel","","Barrels/vents/metal bits; keep crisp.","","",""
"SM_IH_WEAPONS_MIX_01","4","","Metal wash","Nuln Oil","Citadel","","Wash metals; re-touch highlights if needed.","","",""
"SM_LENSESGLOW_MIX_03","1","","Lens base","Mephiston Red","Citadel","","Classic Iron Hands red lenses.","","",""
"SM_LENSESGLOW_MIX_03","2","","Lens highlight","Evil Sunz Scarlet","Citadel","","Highlight + tiny white dot.","","",""
"SM_LENSESGLOW_MIX_03","3","","Deepen frame","Nuln Oil","Citadel","","Carefully shade around lens housing for contrast.","","",""
"SM_LENSESGLOW_MIX_03","4","","Final pop","Bold Titanium White","Pro Acryl","","Re-dot the brightest reflection point.","","",""
"LOV_ARMOUR_MIX_01","1","","Basecoat armour","Stegadon Scale Green","Citadel","","Thin coats; smooth turquoise/green-blue base.","","",""
"LOV_ARMOUR_MIX_01","2","","Recess shade","Coelia Greenshade","Citadel","","Pin-wash recesses/panels; avoid staining flat areas.","","",""
"LOV_ARMOUR_MIX_01","3","","Layer & restore","Sotek Green","Citadel","","Rebuild midtone on panels; leave shade in recess.","","",""
"LOV_ARMOUR_MIX_01","4","","Edge highlight","Baharroth Blue","Citadel Classic","","Fine edge highlight; tiny corner spot highlights.","","",""
"LOV_CLOTH_MIX_01","1","","Basecoat cloth/undersuit","Abaddon Black","Citadel","","Default dark undersuit/cloth for contrast.","","",""
"LOV_CLOTH_MIX_01","2","","Fold highlights","Eshin Grey","Citadel","","Layer highlights on raised folds.","","",""
"LOV_CLOTH_MIX_01","3","","Tidy & deepen","Abaddon Black","Citadel","","Re-blackline and clean edges.","","",""
"LOV_CLOTH_MIX_01","4","","Extreme points","Bold Titanium White","Pro Acryl","","Tiny extreme points on sharpest creases.","","",""
"LOV_LEATHER_MIX_01","1","","Basecoat leather","Rhinox Hide","Citadel","","Holsters, straps, pouches.","","",""
"LOV_LEATHER_MIX_01","2","","Shade leather","Agrax Earthshade","Citadel","","Deepen creases and seams.","","",""
"LOV_LEATHER_MIX_01","3","","Re-layer","Rhinox Hide","Citadel","","Restore midtone.","","",""
"LOV_LEATHER_MIX_01","4","","Edge highlight","Wraithbone","Citadel","","Fine edges + corners (sparingly).","","",""
"LOV_METALS_MIX_01","1","","Basecoat steel","Iron Hands Steel","Citadel","","Steel metals.","","",""
"LOV_METALS_MIX_01","2","","Shade metals","Nuln Oil","Citadel","","Controlled wash; avoid staining armour.","","",""
"LOV_METALS_MIX_01","3","","Re-highlight","Iron Hands Steel","Citadel","","Bring back shine on raised edges.","","",""
"LOV_METALS_MIX_01","4","","Brass accents","Runelord Brass","Citadel","","Pick out brass/trim details where present.","","",""
"LOV_BASES_MIX_01","1","","Texture base","Texture Paste (any)","Generic","","Generic material; allowed.","","",""
"LOV_BASES_MIX_01","2","","Basecoat dirt","Rhinox Hide","Citadel","","Cover texture.","","",""
"LOV_BASES_MIX_01","3","","Shade","Agrax Earthshade","Citadel","","Wash for depth.","","",""
"LOV_BASES_MIX_01","4","","Drybrush","Wraithbone","Citadel","","Drybrush texture for contrast.","","",""
"LOV_WEAPONS_MIX_01","1","","Weapon casings","Abaddon Black","Citadel","","Basecoat casings & grips.","","",""
"LOV_WEAPONS_MIX_01","2","","Casing highlights","Eshin Grey","Citadel","","Edge highlight casings; focus on top edges.","","",""
"LOV_WEAPONS_MIX_01","3","","Metal parts","Iron Hands Steel","Citadel","","Barrels/vents/metal bits; keep separation clean.","","",""
"LOV_WEAPONS_MIX_01","4","","Metal wash","Nuln Oil","Citadel","","Wash metals; re-touch highlights if needed.","","",""
"LOV_DETAILS_MIX_01","1","","Cream panels / details","Wraithbone","Citadel","","Pick out cream livery panels and key details.","","",""
"LOV_DETAILS_MIX_01","2","","Shade","Seraphim Sepia","Citadel","","Controlled shade in panel lines and recesses.","","",""
"LOV_DETAILS_MIX_01","3","","Re-layer","Wraithbone","Citadel","","Restore cream on raised areas.","","",""
"LOV_DETAILS_MIX_01","4","","Edge highlight","Bold Titanium White","Pro Acryl","","Small edge highlights; keep clean and crisp.","","",""
"LOV_LENSESGLOW_MIX_01","1","","Lens base","Skrag Brown","Citadel","","Brown-orange base for lenses/emitters.","","",""
"LOV_LENSESGLOW_MIX_01","2","","Mid highlight","Casandora Yellow","Citadel","","Build orange/yellow glow toward the brightest area.","","",""
"LOV_LENSESGLOW_MIX_01","3","","Bright highlight","Ice Yellow","AK Interactive","","Small bright highlight; keep it tight.","","",""
"LOV_LENSESGLOW_MIX_01","4","","Dot highlight","Bold Titanium White","Pro Acryl","","Tiny white dot for reflection/peak glow.","","",""
"NE_LENSESGLOW_MIX_01","1","","Undercoat lenses/glow","Bold Titanium White","Pro Acryl","","White base for maximum glow brightness.","","",""
"NE_LENSESGLOW_MIX_01","2","","Glow midtone","Warpstone Glow","Citadel","","Cover most of the area; leave hottest points lighter.","","",""
"NE_LENSESGLOW_MIX_01","3","","Glow highlight","Gauss Blaster Green","Citadel Classic","","Push highlight to edges/centre depending on object shape.","","",""
"NE_LENSESGLOW_MIX_01","4","","Final hot spots","Bold Titanium White","Pro Acryl","","Tiny dots/lines at the brightest points.","","",""
"ORK_ARMOURCLOT_MIX_01","1","","Basecoat armour/plates","Rubber Black","AK Interactive","","Thin coats; aim for smooth dark armour.","","",""
"ORK_ARMOURCLOT_MIX_01","2","","Edge highlight","Anthracite Grey","AK Interactive","","Controlled edge highlights; keep it punchy.","","",""
"ORK_ARMOURCLOT_MIX_01","3","","Checks/markings","White","AK Interactive","","Use white for classic Ork checks/insignia where relevant.","","",""
"ORK_ARMOURCLOT_MIX_01","4","","Tidy + panel-line","Rubber Black","AK Interactive","","Re-blackline/tidy to sharpen contrast.","","",""
"ORK_CHECKSMARK_MIX_01","1","","Spot colours","Blood Red","Army Painter","","Glyphs, knobs, small accents.","","",""
"ORK_CHECKSMARK_MIX_01","2","","Define edges","Rubber Black","AK Interactive","","Blackline/tidy separators.","","",""
"ORK_CHECKSMARK_MIX_01","3","","Rivets/metal bits","Iron Hands Steel","Citadel","","Pick out rivets and junk metal.","","",""
"ORK_CHECKSMARK_MIX_01","4","","Weathering wash","Nuln Oil","Citadel","","Grime where it makes sense.","","",""
"ORK_LENSESGLOW_MIX_01","1","","Glow base","Ice Yellow","AK Interactive","","Green energy glow direction.","","",""
"ORK_LENSESGLOW_MIX_01","2","","Glow highlight","White","AK Interactive","","Brighten the hottest points.","","",""
"ORK_LENSESGLOW_MIX_01","3","","Glow peak","White","AK Interactive","","Tiny white peak dots (sparingly).","","",""
"ORK_LENSESGLOW_MIX_01","4","","Glaze unify","Ice Yellow","AK Interactive","","Very thin glaze to smooth transitions.","","",""
"SM_LENSESGLOW_MIX_04","1","","Lens base","Mephiston Red","Citadel","","Red lenses (Raven Guard classic).","","",""
"SM_LENSESGLOW_MIX_04","2","","Lens highlight","Evil Sunz Scarlet","Citadel","","Crescent highlight + tiny white dot.","","",""
"SM_LENSESGLOW_MIX_04","3","","Glow edge control","Eshin Grey","Citadel","","Optional: dark frame tidy-up so the lens stays crisp.","","",""
"SM_LENSESGLOW_MIX_04","4","","Final pop","Bold Titanium White","Pro Acryl","","Micro dot / specular point.","","",""
"SM_RG_ARMOUR_MIX_01","1","","Basecoat armour","Abaddon Black","Citadel","","Thin coats; keep it matte and truly black.","","",""
"SM_RG_ARMOUR_MIX_01","2","","Recess shade","Nuln Oil","Citadel","","Pin-wash panel lines and joints; avoid staining flats.","","",""
"SM_RG_ARMOUR_MIX_01","3","","Edge highlight (primary)","Eshin Grey","Citadel","","Fine edges on upper planes; stay subtle.","","",""
"SM_RG_ARMOUR_MIX_01","4","","Edge highlight (spot)","Dawnstone","Citadel","","Tiny corner dots + the sharpest edges only.","","",""
"SM_RG_BASES_MIX_01","1","","Texture base","Texture Paste (any)","Generic","","Generic material allowed.","","",""
"SM_RG_BASES_MIX_01","2","","Basecoat","Mechanicus Standard Grey","Citadel","","Coat the texture.","","",""
"SM_RG_BASES_MIX_01","3","","Shade","Nuln Oil","Citadel","","Wash for depth.","","",""
"SM_RG_BASES_MIX_01","4","","Drybrush","Dawnstone","Citadel","","Drybrush edges/texture for contrast.","","",""
"SM_RG_CLOTHROBES_MIX_01","1","","Basecoat cloth","Abaddon Black","Citadel","","Black cloth/robes; keep coverage smooth.","","",""
"SM_RG_CLOTHROBES_MIX_01","2","","Shade folds","Nuln Oil","Citadel","","Controlled shade in deep folds.","","",""
"SM_RG_CLOTHROBES_MIX_01","3","","Highlight folds","Eshin Grey","Citadel","","Thin lines on raised folds.","","",""
"SM_RG_CLOTHROBES_MIX_01","4","","Extreme points","Dawnstone","Citadel","","Tiny points on the sharpest creases.","","",""
"SM_RG_DETAILS_MIX_01","1","","White details","Bold Titanium White","Pro Acryl","","Chapter icons / purity details; build opacity in thin layers.","","",""
"SM_RG_DETAILS_MIX_01","2","","Shade","Nuln Oil","Citadel","","Micro-shade recesses carefully (don’t dirty the white).","","",""
"SM_RG_DETAILS_MIX_01","3","","Re-layer","Bold Titanium White","Pro Acryl","","Restore clean white on raised areas.","","",""
"SM_RG_DETAILS_MIX_01","4","","Final edge","Dawnstone","Citadel","","Optional: whisper-thin grey edge to define white shapes.","","",""
"SM_RG_LEATHER_MIX_01","1","","Basecoat leather","Rhinox Hide","Citadel","","Holsters, straps, pouches.","","",""
"SM_RG_LEATHER_MIX_01","2","","Shade leather","Agrax Earthshade","Citadel","","Deepen seams and creases.","","",""
"SM_RG_LEATHER_MIX_01","3","","Re-layer","Rhinox Hide","Citadel","","Restore midtone on raised areas.","","",""
"SM_RG_LEATHER_MIX_01","4","","Edge highlight","Dawnstone","Citadel","","Small edge highlights on corners (sparingly).","","",""
"SM_RG_LENSESGEMS_MIX_01","1","","Basecoat lenses","Mephiston Red","Citadel","","Rich red lens base.","","",""
"SM_RG_LENSESGEMS_MIX_01","2","","Highlight","Evil Sunz Scarlet","Citadel","","Crescent highlight + keep the frame tidy.","","",""
"SM_RG_LENSESGEMS_MIX_01","3","","Dot highlight","Bold Titanium White","Pro Acryl","","Single tiny reflection dot.","","",""
"SM_RG_LENSESGEMS_MIX_01","4","","Glaze unify","Evil Sunz Scarlet","Citadel","","Optional: thin glaze to smooth the blend.","","",""
"SM_RG_METALS_MIX_01","1","","Basecoat metals","Iron Hands Steel","Citadel","","All steel metals.","","",""
"SM_RG_METALS_MIX_01","2","","Shade metals","Nuln Oil","Citadel","","Wash metals; keep it off surrounding black.","","",""
"SM_RG_METALS_MIX_01","3","","Re-highlight","Iron Hands Steel","Citadel","","Bring back shine on raised edges.","","",""
"SM_RG_METALS_MIX_01","4","","Final shine","Runefang Steel","Citadel","","Tiny bright points on the sharpest corners.","","",""
"SM_RG_WEAPONS_MIX_01","1","","Weapon casings","Abaddon Black","Citadel","","Black casings and grips.","","",""
"SM_RG_WEAPONS_MIX_01","2","","Casing highlights","Eshin Grey","Citadel","","Edge highlight top edges; keep thin.","","",""
"SM_RG_WEAPONS_MIX_01","3","","Metal parts","Iron Hands Steel","Citadel","","Barrels/vents/metal bits.","","",""
"SM_RG_WEAPONS_MIX_01","4","","Shade metals","Nuln Oil","Citadel","","Quick controlled wash; re-touch highlight if needed.","","",""
"SM_SAL_ARMOUR_MIX_01","1","","Basecoat armour","Caliban Green","Citadel","","Thin coats; smooth, opaque green.","","",""
"SM_SAL_ARMOUR_MIX_01","2","","Recess shade","Nuln Oil","Citadel","","Pin-wash panel lines; keep flats clean.","","",""
"SM_SAL_ARMOUR_MIX_01","3","","Layer & restore","Warpstone Glow","Citadel","","Rebuild midtone; leave shade in recess.","","",""
"SM_SAL_ARMOUR_MIX_01","4","","Edge highlight","Moot Green","Citadel","","Fine edges; tiny corner dots sparingly.","","",""
"SM_SAL_BASES_MIX_01","1","","Texture base","Texture Paste (any)","Generic","","Generic material is allowed.","","",""
"SM_SAL_BASES_MIX_01","2","","Basecoat dirt","Rhinox Hide","Citadel","","Cover texture.","","",""
"SM_SAL_BASES_MIX_01","3","","Shade","Agrax Earthshade","Citadel","","Wash for depth.","","",""
"SM_SAL_BASES_MIX_01","4","","Drybrush","Ushabti Bone","Citadel","","Drybrush for contrast.","","",""
"SM_SAL_CLOTHROBES_MIX_01","1","","Basecoat cloth","Abaddon Black","Citadel","","Keep cloth darker to frame the green.","","",""
"SM_SAL_CLOTHROBES_MIX_01","2","","Shade","Nuln Oil","Citadel","","Deepen folds.","","",""
"SM_SAL_CLOTHROBES_MIX_01","3","","Highlight folds","Eshin Grey","Citadel","","Build highlights on raised folds.","","",""
"SM_SAL_CLOTHROBES_MIX_01","4","","Extreme points","Bold Titanium White","Pro Acryl","","Tiny extreme points on sharp creases.","","",""
"SM_SAL_DETAILS_MIX_01","1","","Parchment/bone","Ushabti Bone","Citadel","","Purity seal parchment, icons.","","",""
"SM_SAL_DETAILS_MIX_01","2","","Shade","Agrax Earthshade","Citadel","","Controlled shade.","","",""
"SM_SAL_DETAILS_MIX_01","3","","Re-layer","Ushabti Bone","Citadel","","Restore raised areas.","","",""
"SM_SAL_DETAILS_MIX_01","4","","Wax/markings","Mephiston Red","Citadel","","Seal wax + small markings.","","",""
"SM_SAL_LEATHER_MIX_01","1","","Basecoat leather","Rhinox Hide","Citadel","","Holsters, straps, pouches.","","",""
"SM_SAL_LEATHER_MIX_01","2","","Shade leather","Agrax Earthshade","Citadel","","Deepen creases.","","",""
"SM_SAL_LEATHER_MIX_01","3","","Re-layer","Rhinox Hide","Citadel","","Restore midtone.","","",""
"SM_SAL_LEATHER_MIX_01","4","","Edge highlight","Ushabti Bone","Citadel","","Fine edges sparingly.","","",""
"SM_SAL_LENSESGEMS_MIX_01","1","","Basecoat lenses","Mephiston Red","Citadel","","Neat coverage.","","",""
"SM_SAL_LENSESGEMS_MIX_01","2","","Highlight","Evil Sunz Scarlet","Citadel","","Crescent highlight.","","",""
"SM_SAL_LENSESGEMS_MIX_01","3","","Dot highlight","Bold Titanium White","Pro Acryl","","Single tiny reflection dot.","","",""
"SM_SAL_LENSESGEMS_MIX_01","4","","Glaze unify","Evil Sunz Scarlet","Citadel","","Optional thin glaze to blend.","","",""
"SM_SAL_METALS_MIX_01","1","","Basecoat metals","Iron Hands Steel","Citadel","","All steel/silver metals.","","",""
"SM_SAL_METALS_MIX_01","2","","Shade metals","Nuln Oil","Citadel","","Keep away from armour.","","",""
"SM_SAL_METALS_MIX_01","3","","Re-highlight","Iron Hands Steel","Citadel","","Bring back edges.","","",""
"SM_SAL_METALS_MIX_01","4","","Specular points","Bold Titanium White","Pro Acryl","","Tiny dots on sharp corners.","","",""
"SM_SAL_WEAPONS_MIX_01","1","","Weapon casings","Abaddon Black","Citadel","","Basecoat casings & grips.","","",""
"SM_SAL_WEAPONS_MIX_01","2","","Casing highlights","Eshin Grey","Citadel","","Edge highlight top edges.","","",""
"SM_SAL_WEAPONS_MIX_01","3","","Metal parts","Iron Hands Steel","Citadel","","Barrels/vents/metal bits.","","",""
"SM_SAL_WEAPONS_MIX_01","4","","Metal wash","Nuln Oil","Citadel","","Controlled wash; re-touch shine after.","","",""
"SM_LENSESGLOW_MIX_05","1","","Lens base","Mephiston Red","Citadel","","Red lens basecoat.","","",""
"SM_LENSESGLOW_MIX_05","2","","Lens dot","Bold Titanium White","Pro Acryl","","Tiny white reflection dot.","","",""
"SM_LENSESGLOW_MIX_05","3","","Glow colour","Warpstone Glow","Citadel","","Use green glow to match armour identity.","","",""
"SM_LENSESGLOW_MIX_05","4","","Glow peak","Bold Titanium White","Pro Acryl","","Tiny white peak points; keep crisp.","","",""
"SM_ARMOUR_MIX_01","1","","Basecoat armour","Macragge Blue","Citadel","","Thin coats; smooth, opaque.","","",""
"SM_ARMOUR_MIX_01","2","","Recess shade","Nuln Oil","Citadel","","Pin-wash recesses; keep panels clean.","","",""
"SM_ARMOUR_MIX_01","3","","Layer & restore","Altdorf Guard Blue","Citadel","","Rebuild midtone; leave shade in recess.","","",""
"SM_ARMOUR_MIX_01","4","","Edge highlight","Baharroth Blue","Citadel Classic","","Fine edge highlight; tiny corner dots.","","",""
"SM_BASES_MIX_01","1","","Texture base","Texture Paste (any)","Generic","","Material step (Generic allowed).","","",""
"SM_BASES_MIX_01","2","","Basecoat dirt","Rhinox Hide","Citadel","","Cover texture.","","",""
"SM_BASES_MIX_01","3","","Shade","Agrax Earthshade","Citadel","","Wash for depth.","","",""
"SM_BASES_MIX_01","4","","Drybrush","Ushabti Bone","Citadel","","Drybrush texture.","","",""
"SM_CLOTHROBES_MIX_01","1","","Basecoat cloth","Ushabti Bone","Citadel","","Neutral cloth default.","","",""
"SM_CLOTHROBES_MIX_01","2","","Shade","Agrax Earthshade","Citadel","","Controlled shade in folds.","","",""
"SM_CLOTHROBES_MIX_01","3","","Re-layer","Ushabti Bone","Citadel","","Restore raised folds.","","",""
"SM_CLOTHROBES_MIX_01","4","","Edge pop","Bold Titanium White","Pro Acryl","","Tiny extreme points.","","",""
"SM_DETAILS_MIX_01","1","","Parchment/bone","Ushabti Bone","Citadel","","Purity seals, icon details.","","",""
"SM_DETAILS_MIX_01","2","","Shade","Agrax Earthshade","Citadel","","Brown/sepia shade for depth.","","",""
"SM_DETAILS_MIX_01","3","","Re-layer","Ushabti Bone","Citadel","","Restore raised areas.","","",""
"SM_DETAILS_MIX_01","4","","Wax/markings","Mephiston Red","Citadel","","Seal wax + markings.","","",""
"SM_LEATHER_MIX_01","1","","Basecoat leather","Rhinox Hide","Citadel","","Holsters, straps, pouches.","","",""
"SM_LEATHER_MIX_01","2","","Shade leather","Agrax Earthshade","Citadel","","Deepen seams and creases.","","",""
"SM_LEATHER_MIX_01","3","","Re-layer","Rhinox Hide","Citadel","","Restore midtone.","","",""
"SM_LEATHER_MIX_01","4","","Edge highlight","Ushabti Bone","Citadel","","Fine edges; sparingly.","","",""
"SM_LENSESGEMS_MIX_01","1","","Basecoat lenses","Mephiston Red","Citadel","","Neat coverage.","","",""
"SM_LENSESGEMS_MIX_01","2","","Highlight","Evil Sunz Scarlet","Citadel","","Crescent highlight + tidy edges.","","",""
"SM_LENSESGEMS_MIX_01","3","","Dot highlight","Bold Titanium White","Pro Acryl","","Single tiny dot.","","",""
"SM_LENSESGEMS_MIX_01","4","","Glaze unify","Evil Sunz Scarlet","Citadel","","Optional thin glaze to blend.","","",""
"SM_METALS_MIX_01","1","","Basecoat metals","Iron Hands Steel","Citadel","","All steel metals.","","",""
"SM_METALS_MIX_01","2","","Shade metals","Nuln Oil","Citadel","","Controlled wash; avoid staining armour.","","",""
"SM_METALS_MIX_01","3","","Re-highlight","Iron Hands Steel","Citadel","","Bring back shine on raised edges.","","",""
"SM_METALS_MIX_01","4","","Specular points","Bold Titanium White","Pro Acryl","","Tiny dots on sharpest corners.","","",""
"SM_WEAPONS_MIX_01","1","","Weapon casings","Abaddon Black","Citadel","","Basecoat casings & grips.","","",""
"SM_WEAPONS_MIX_01","2","","Casing highlights","Eshin Grey","Citadel","","Edge highlight top edges.","","",""
"SM_WEAPONS_MIX_01","3","","Metal parts","Iron Hands Steel","Citadel","","Barrels/vents/metal bits.","","",""
"SM_WEAPONS_MIX_01","4","","Metal wash","Nuln Oil","Citadel","","Wash metals; re-touch highlights if needed.","","",""
"SM_LENSESGLOW_MIX_06","1","","Lens base","Mephiston Red","Citadel","","Red lens base.","","",""
"SM_LENSESGLOW_MIX_06","2","","Lens highlight","Evil Sunz Scarlet","Citadel","","Highlight + tiny dot.","","",""
"SM_LENSESGLOW_MIX_06","3","","Glow accent","Baharroth Blue","Citadel Classic","","Blue glow/plasma accent.","","",""
"SM_LENSESGLOW_MIX_06","4","","Glow peak","Bold Titanium White","Pro Acryl","","Tiny white peak points.","","",""
"SW_LENSESGLOW_MIX_01","1","","Lens basecoat","Mephiston Red","Citadel","","Neat, opaque red base. Keep the lens frame clean.","","",""
"SW_LENSESGLOW_MIX_01","2","","Lens highlight","Evil Sunz Scarlet","Citadel","","Bright crescent highlight; keep it glossy-looking.","","",""
"SW_LENSESGLOW_MIX_01","3","","Glow/plasma","Temple Guard Blue","Citadel","","Cold blue glow (plasma coils, power cells, OSL halo if desired).","","",""
"SW_LENSESGLOW_MIX_01","4","","Hotspots","Bold Titanium White","Pro Acryl","","Tiny white reflection dot on lenses + brightest glow point.","","",""
"TAU_ARMOURPANE_MIX_01","1","","Basecoat armour panels","Zandri Dust","Citadel","","Thin coats; smooth and even.","","",""
"TAU_ARMOURPANE_MIX_01","2","","Recess shade","Agrax Earthshade","Citadel","","Pin-wash panel lines.","","",""
"TAU_ARMOURPANE_MIX_01","3","","Layer & restore","Ushabti Bone","Citadel","","Rebuild midtone.","","",""
"TAU_ARMOURPANE_MIX_01","4","","Edge highlight","Pallid Wych Flesh","Citadel","","Fine edges + tiny corner dots.","","",""
"TAU_BASES_MIX_01","1","","Texture base","Texture Paste (any)","Generic","","Material step (Generic allowed).","","",""
"TAU_BASES_MIX_01","2","","Basecoat dirt","Rhinox Hide","Citadel","","Cover texture.","","",""
"TAU_BASES_MIX_01","3","","Shade","Agrax Earthshade","Citadel","","Wash for depth.","","",""
"TAU_BASES_MIX_01","4","","Drybrush","Pallid Wych Flesh","Citadel","","Drybrush texture.","","",""
"TAU_CLOTH_MIX_01","1","","Basecoat undersuit/cloth","Abaddon Black","Citadel","","Keep matte.","","",""
"TAU_CLOTH_MIX_01","2","","Shade","Nuln Oil","Citadel","","Deepen folds.","","",""
"TAU_CLOTH_MIX_01","3","","Layer highlights","Eshin Grey","Citadel","","Raised folds.","","",""
"TAU_CLOTH_MIX_01","4","","Final pop","Pallid Wych Flesh","Citadel","","Tiny extreme points.","","",""
"TAU_DRONESDETA_MIX_01","1","","Basecoat armour panels","Zandri Dust","Citadel","","Thin coats; smooth and even.","","",""
"TAU_DRONESDETA_MIX_01","2","","Recess shade","Agrax Earthshade","Citadel","","Pin-wash panel lines.","","",""
"TAU_DRONESDETA_MIX_01","3","","Layer & restore","Ushabti Bone","Citadel","","Rebuild midtone.","","",""
"TAU_DRONESDETA_MIX_01","4","","Edge highlight","Pallid Wych Flesh","Citadel","","Fine edges + tiny corner dots.","","",""
"TAU_LENSESGLOW_MIX_01","1","","Glow base","Warpstone Glow","Citadel","","Lenses/energy nodes basecoat.","","",""
"TAU_LENSESGLOW_MIX_01","2","","Glow highlight","Snow Blue","AK Interactive","","Gradient to bright point.","","",""
"TAU_LENSESGLOW_MIX_01","3","","Specular dot","Bold Titanium White","Pro Acryl","","Tiny reflection dot.","","",""
"TAU_LENSESGLOW_MIX_01","4","","Glaze unify","Snow Blue","AK Interactive","","Very thin glaze to smooth.","","",""
"TAU_METALS_MIX_01","1","","Basecoat metals","Iron Hands Steel","Citadel","","All steel metals.","","",""
"TAU_METALS_MIX_01","2","","Shade metals","Nuln Oil","Citadel","","Controlled wash.","","",""
"TAU_METALS_MIX_01","3","","Re-highlight","Iron Hands Steel","Citadel","","Bring back edges.","","",""
"TAU_METALS_MIX_01","4","","Specular points","Bold Titanium White","Pro Acryl","","Tiny dots on sharpest corners.","","",""
"TAU_SEPTMARKIN_MIX_01","1","","Basecoat sept markings","Bold Titanium White","Pro Acryl","","Thin coats; keep crisp.","","",""
"TAU_SEPTMARKIN_MIX_01","2","","Shade lightly","Agrax Earthshade","Citadel","","Only in recess edges.","","",""
"TAU_SEPTMARKIN_MIX_01","3","","Re-layer white","Bold Titanium White","Pro Acryl","","Restore white.","","",""
"TAU_SEPTMARKIN_MIX_01","4","","Final edge pop","Pallid Wych Flesh","Citadel","","Off-white edge to prevent chalkiness.","","",""
"TAU_WEAPONS_MIX_01","1","","Weapon casings","Abaddon Black","Citadel","","Dark casings and grips.","","",""
"TAU_WEAPONS_MIX_01","2","","Edge highlights","Eshin Grey","Citadel","","Top edges only.","","",""
"TAU_WEAPONS_MIX_01","3","","Metal parts","Iron Hands Steel","Citadel","","Barrels/vents/bits.","","",""
"TAU_WEAPONS_MIX_01","4","","Wash metals","Nuln Oil","Citadel","","Controlled wash; re-touch shine if needed.","","",""
"TAU_DETAILS_MIX_01","1","","Basecoat details","Abaddon Black","Citadel","","Straps, tech, dark panels.","","",""
"TAU_DETAILS_MIX_01","2","","Highlight","Eshin Grey","Citadel","","Edges and raised detail.","","",""
"TAU_DETAILS_MIX_01","3","","Metal bits","Iron Hands Steel","Citadel","","Vents, screws, joints.","","",""
"TAU_DETAILS_MIX_01","4","","Tidy & shade","Nuln Oil","Citadel","","Wash metals; tidy borders.","","",""
"TS_ARMOUR_MIX_01","1","","Basecoat armour","Thousand Sons Blue","Citadel","","Thin coats; smooth, opaque teal.","","",""
"TS_ARMOUR_MIX_01","2","","Recess shade","Nuln Oil","Citadel","","Pin-wash recesses; keep panels clean.","","",""
"TS_ARMOUR_MIX_01","3","","Layer & restore","Temple Guard Blue","Citadel","","Rebuild midtone on flats; leave shade in recess.","","",""
"TS_ARMOUR_MIX_01","4","","Edge highlight","Baharroth Blue","Citadel Classic","","Fine edge highlight; tiny corner dots.","","",""
"TS_BASES_MIX_01","1","","Texture base","Texture Paste (any)","Generic","","Material step (Generic allowed).","","",""
"TS_BASES_MIX_01","2","","Basecoat grit/rocks","Iron Hands Steel","Citadel","","Neutral metallic/stone base (safe default).","","",""
"TS_BASES_MIX_01","3","","Shade","Nuln Oil","Citadel","","Wash for depth.","","",""
"TS_BASES_MIX_01","4","","Drybrush","Liberator Gold","Citadel","","Light drybrush to pick texture.","","",""
"TS_CLOTHROBES_MIX_01","1","","Basecoat cloth","Khorne Red","Citadel","","Robes/tabards and cloth panels.","","",""
"TS_CLOTHROBES_MIX_01","2","","Shade","Carroburg Crimson","Citadel","","Controlled shade in folds.","","",""
"TS_CLOTHROBES_MIX_01","3","","Re-layer","Khorne Red","Citadel","","Restore raised folds.","","",""
"TS_CLOTHROBES_MIX_01","4","","Highlight","Evil Sunz Scarlet","Citadel","","Edge/crease highlights; keep it sharp.","","",""
"TS_DETAILS_MIX_01","1","","Gold accents","Retributor Armour","Citadel","","Small icons, trims, details.","","",""
"TS_DETAILS_MIX_01","2","","Shade","Reikland Fleshshade","Citadel","","Warm shade for depth.","","",""
"TS_DETAILS_MIX_01","3","","Highlight","Liberator Gold","Citadel","","Pick out raised details.","","",""
